,performance_score,Performance_siRNA_pH_4,Performance_double_membrane,Performance_siRNA_pH_8,beads_hydro,beads_lipo
0,16.307799872773078,-42.52208327999999,140.03043824499997,-50.885760785,"['anchor_bead', 'TN6d']","['anchor_bead', 'TC1', 'TC1', 'TC1', 'TC1', 'TC1']"
1,0.11588909595545428,-79.35219682500001,200.80676199500002,-44.9927567125,"['anchor_bead', 'SN3a', 'SN3a', 'SN3a', 'SN3a', 'SN3a']","['anchor_bead', 'N5a', 'N5a', 'SN3a', 'N5a', 'N5a']"
