,performance_score,Performance_siRNA_pH_4,Performance_double_membrane,Performance_siRNA_pH_8,beads_hydro,beads_lipo
0,16.307799872773078,-42.52208327999999,140.03043824499997,-50.885760785,"['anchor_bead', 'TN6d']","['anchor_bead', 'TC1', 'TC1', 'TC1', 'TC1', 'TC1']"
1,1.0725001948678896,-69.20640481499998,189.51022382,-24.288027214999993,"['anchor_bead', 'TC4', 'SN3a', 'TC4', 'SP2']","['anchor_bead', 'SN3a', 'SN3a', 'SN3a', 'SN3a', 'SN3a']"
