,performance_score,Performance_siRNA_pH_4,Performance_double_membrane,Performance_siRNA_pH_8,beads_hydro,beads_lipo
0,16.307799872773078,-42.52208327999999,140.03043824499997,-50.885760785,"['anchor_bead', 'TN6d']","['anchor_bead', 'TC1', 'TC1', 'TC1', 'TC1', 'TC1']"
1,0.19031729728579033,-66.5977222825,200.74509942,-37.83855924999999,"['anchor_bead', 'SN3a', 'SN3a', 'SN3a', 'SN3a', 'SN3a']","['anchor_bead', 'TC1', 'TC1', 'TC1', 'TC1', 'TC1']"
